id,age,gender,rt,aut.flexibility.1,aut.flexibility.2,aut.flexibility,aut.originality.1,aut.originality.2,aut.originality,aut.fluency.1,aut.fluency.2,aut.fluency,bag.appropriateness.1,bag.appropriateness.2,bag.appropriateness,dat,valids,word.1,word.2,word.3,word.4,word.5,word.6,word.7,word.8,word.9,word.10,text,DSI_ukwac,DSI_subtitle,DSI_baroni,DSI_glove,DSI_TASA,DSI_mean,Flow,Word count,NAs
R_3koVyM7qEyE4Ypx,19,Male,240.109,3.2,3.8,3.5,1,2.2,1.6,1,1.6,1.3,NA,NA,NA,76.7083573909033,9,giraffe ,face,shoe ,trees,TV,paw,ocean,car,banana,handle,giraffe  face shoe  trees TV paw ocean car banana handle,0.8087834933068152,0.905981102278302,0.8990261459923378,0.888992551365934,0.9905578660653758,0.8986682318017529
R_1PRwVSBz8uq54dj,18,Female,242.126,2.4,2.2,2.3,1.2,0.2,0.7,1,1.2,1.1,NA,NA,NA,72.8811000784238,10,ocean ,chair,head,flower,car,lamp,rock,money,work,gun,ocean  chair head flower car lamp rock money work gun,0.7702503404058785,0.9130772032786528,0.8995415055229277,0.8262990415373973,0.9951042885715751,0.8808544758632862
R_4IbEa0u5VaCjNGF,19,Female,240.069,5.4,4.6,5,3.2,2,2.6,6.8,6.6,6.7,5.67241379310345,4.6551724137931,5.67241379310345,83.161450387533,9,ethanol,mitosis,dress,candle,can,placemat,car,egg,laptop,card,ethanol mitosis dress candle can placemat car egg laptop card,0.8385053899474472,0.8549842206500619,0.8956763516769926,0.9267979880354447,0.9973004140081365,0.9026528728636165
R_yIwKYgPZNqHO5Ut,18,Female,240.078,0.6,0.8,0.7,0,0,0,1,1,1,NA,NA,NA,79.0625775809444,9,map,queen,hat,steel,tea,lips,swimming pool,glasses,book,gap,map queen hat steel tea lips swimming pool glasses book gap,0.8773628946303529,0.9388779648230368,0.9252828895240404,0.8719075539329837,0.9851089724205089,0.9197080550661845
R_1rcssfbD4S8tGQa,19,Female,240.131,0.2,0.4,0.3,0,0,0,1,0.8,0.9,NA,NA,NA,80.4815574770882,9,box,computer,mooncake,cheese,poll,doll,fish,beauty,flower,cola,box computer mooncake cheese poll doll fish beauty flower cola,0.8797180932467403,0.9093359934157821,0.9128405749451538,0.8856639697852294,0.9928856311519771,0.9160888525089768
R_12om7o5KDQ51Wns,19,Male,240.013,0.6,1.6,1.1,0,1,0.5,1,1,1,5.3,4.2,5.3,77.6158712449528,10,tree,typewriter,needle,suitcase,ball,card,nail,fan,cable,dragon,tree typewriter needle suitcase ball card nail fan cable dragon,0.8532388557805357,0.9221159919097401,0.8985917999575367,0.8768129447291636,0.9801925759529045,0.9061904336659762
R_2SklImEAFdyRD8v,18,Male,240.018,2.8,3.4,3.1,0.6,0.6,0.6,1,1.6,1.3,5.80645161290323,4.48387096774194,5.80645161290323,81.2399138474748,10,bin,branch,ball,crab,roof,rocket,ruler ,son,headphones,water,bin branch ball crab roof rocket ruler  son headphones water,0.8595841030292253,0.9490624713865211,0.9138337610431563,0.9053218514190179,1.0018806281059407,0.9259365629967723
R_1hAL4rQ655FLo8L,18,Female,240.038,0.2,0.4,0.3,0.2,0.2,0.2,1,0.8,0.9,3.44897959183673,1.97959183673469,3.44897959183673,77.9125465701024,10,glass,wind,face,butterfly,street lamp,iron,sea shell,nail,cash,time,glass wind face butterfly street lamp iron sea shell nail cash time,0.8199238426151173,0.9216523145846122,0.9130170672051489,0.8466191185028213,0.987578898205651,0.8977582482226701
R_2dSCW5JzmFfZAqE,19,Female,240.011,0.4,0.4,0.4,0,0.2,0.1,1,0.8,0.9,7,4,7,79.9818152650481,10,rabbit ,computer ,sweater ,nail,lung ,wax,desk,game ,mountain,surfboard ,rabbit  computer  sweater  nail lung  wax desk game  mountain surfboard ,0.8603714422843198,0.9328209303635914,0.9142974428507599,0.9147364490110135,1.0107772482322577,0.9266007025483886
R_3kL2FyOx4dlNdwL,19,Female,240.013,0.8,0.8,0.8,0,0,0,1,1,1,4.2156862745098,2.86274509803922,4.2156862745098,76.9464853796221,10,dog,sex,psychology,computer,conflict,father,flower,parade,clown,firework,dog sex psychology computer conflict father flower parade clown firework,0.8685906023964711,0.936992722847608,0.8975719077955419,0.8888298131465813,0.9929931055147553,0.9169956303401916
R_3EGpxTN5LLLMqWk,18,Female,240.118,2.6,2.8,2.7,0.8,0.8,0.8,3.4,3.2,3.3,NA,NA,NA,83.8604321703315,8,hat ,elephant ,doctor,cushion,test tube ,library,toy car,stomach,globe,deoderant,hat  elephant  doctor cushion test tube  library toy car stomach globe deoderant,0.8452842829749138,0.9240464751254035,0.9091963413690949,0.8865384788438513,0.9764833065287916,0.9083097769684111
R_siF0IejFbyHEe2Z,19,Female,240.024,1.4,1.2,1.3,0.2,0.2,0.2,1.8,1.6,1.7,7,6.5,7,81.6780483971039,10,television,chair,pencil,skirt,mascara,calculator,door,certificate,pillow,tissue,television chair pencil skirt mascara calculator door certificate pillow tissue,0.8525427105486673,0.8877745703346206,0.912417944653128,0.8991384892580122,0.9760106495931392,0.9055768728775135
R_1F8vpBWAwpcKYce,18,Female,241.181,0.4,1,0.7,0,0.6,0.3,3.8,3.4,3.6,6.14285714285714,5.42857142857143,6.14285714285714,80.4728848039217,9,bottle,earphone,pen,fruit,medicine,ocean,fire,perfume,strategy,caculator,bottle earphone pen fruit medicine ocean fire perfume strategy caculator,0.872282792589434,0.9256736544840023,0.9126696093399076,0.9071096050296945,0.982698279150625,0.9200867881187327
R_3CZrn6fF5NxYcKY,20,Female,240.012,9.4,8.8,9.1,8.4,6.4,7.4,13.6,13,13.3,5.13559322033898,3.42372881355932,5.13559322033898,88.8643795979165,10,purple,grave,keyboard,quantum ,stork,toe,climate,ghost,fried,diet,purple grave keyboard quantum  stork toe climate ghost fried diet,0.9101518718853214,0.9425891143770448,0.935826203403651,0.9374488575338156,1.0085337632534184,0.9469099620906503
R_2QGm7E0iK9QwQUC,18,Female,240.02,1.4,2,1.7,0.2,0.6,0.4,3,3.2,3.1,5.40540540540541,4.72972972972973,5.40540540540541,84.3357280606315,9,book,chicken,kettle,highway,bed,cousin,jumper,nailpolish,music,tissue,book chicken kettle highway bed cousin jumper nailpolish music tissue,0.8637450276079364,0.9525155238972189,0.929789144525359,0.9200559681895726,0.9975667113550803,0.9327344751150335
R_3hxXFvAaZUCRCyF,18,Female,240.114,1,1.4,1.2,0.8,0.8,0.8,9.6,8.4,9,6.47058823529412,6,6.47058823529412,80.9383352952344,9,school,flag,sand,cat,nail polish,deodorant,fork,lock,travel,ambulance,school flag sand cat nail polish deodorant fork lock travel ambulance,0.8626012029578047,0.9447994345701877,0.9261472767647708,0.9151970405300137,0.9991407118214208,0.9295771333288396
R_31zaY56c9gCqpKx,18,Female,240.013,0.2,0.4,0.3,0,0,0,1,0.8,0.9,5,3.58695652173913,5,72.1845730429604,10,man,girl,bottle,book,study,family,photo,baby,childhood,birthday,man girl bottle book study family photo baby childhood birthday,0.7507805578815822,0.8955996482343704,0.8603230400953983,0.7384234580075351,0.9894090673871774,0.8469071543212128
R_VPQBGmFJkgy04nv,18,Female,240.085,1,1.4,1.2,0.6,0.8,0.7,1,1.4,1.2,4.10526315789474,2.85964912280702,4.10526315789474,77.8951817325183,9,sun,cheese,adress,tree,glass,carbon,noise,mail,fail,water,sun cheese adress tree glass carbon noise mail fail water,0.8699658103387111,0.9236761032574097,0.9234657155188759,0.8952385355797176,0.9980785260465426,0.9220849381482514
R_3IYaDXI9zyFVgEZ,19,Male,240.148,1.6,1.2,1.4,0.6,1,0.8,11,9.2,10.1,5.91666666666667,4.91666666666667,5.91666666666667,78.5703052544878,10,photo ,air ,bottle,cord,basketball,door,umbrella,shapes,towel,pin ,photo  air  bottle cord basketball door umbrella shapes towel pin ,0.8534411515573634,0.908322431047299,0.8965626117021569,0.8764016483786486,0.9609754720036745,0.8991406629378285
R_3HHucl2vKqmCxnN,18,Female,241.158,3.2,3,3.1,1.8,0.6,1.2,1,1.8,1.4,5.11538461538461,3.90384615384615,5.11538461538461,72.0959881231898,8,red,tree,polar bear,car,dirt,drink bottle,bed,jacket,oven,bin,red tree polar bear car dirt drink bottle bed jacket oven bin,0.8058926147793706,0.9200172852997548,0.8922896115738619,0.8213225842447256,0.9737156055835237,0.8826475402962473
R_DzNTekoA8n75A1H,18,Female,240.07,5.2,5,5.1,2.6,1,1.8,6.8,6.6,6.7,NA,NA,NA,81.6517149319961,10,apple,road,pen,shorts,pillow,eyelid,gold,ocean,wall,music ,apple road pen shorts pillow eyelid gold ocean wall music ,0.860558619867527,0.9231982457448678,0.9248509204299556,0.9077488279261822,1.010476801517963,0.9253666830972991
R_3qIEED4O8b3d7bG,19,Female,240.017,4,4.6,4.3,1.6,0.8,1.2,1.2,2,1.6,5.54838709677419,4.32258064516129,5.54838709677419,80.7926754866328,8,hair,miso,socks,light,pitbull,daisies,tennis,clock,basement,chainsaw,hair miso socks light pitbull daisies tennis clock basement chainsaw,0.8578083321088195,0.910225146653679,0.9031469955236843,0.9490324279985463,0.9735175013727703,0.9187460807314999
R_28YXqUfFuh5n6Gw,19,Female,240.014,0.2,0.6,0.4,0,0.2,0.1,2.4,2.2,2.3,4.97777777777778,3.91111111111111,4.97777777777778,71.8501023593403,10,cat,sky,bag,mop,mirror,paper,scarf,laptop,wood,bell,cat sky bag mop mirror paper scarf laptop wood bell,0.8246604447870519,0.9155418373745533,0.8931366888242738,0.8465933571677786,0.9658725182583598,0.8891609692824035
R_Zh11URsMrzkj6Cd,19,Female,240.026,0.8,0.8,0.8,0,0,0,1,1,1,5.07142857142857,3.57142857142857,5.07142857142857,84.1151026210615,10,teacher,murderer,guitar,deaf,mouse,garlic,fan,mall,hamburger,dead,teacher murderer guitar deaf mouse garlic fan mall hamburger dead,0.8212296293012916,0.9362238130658074,0.9091382645176956,0.9100279502348749,0.9969676616887354,0.9147174637616811
R_R7Xc4x9KjiOcbsJ,21,Female,240.007,3.8,3.8,3.8,1.2,1,1.1,1,1.8,1.4,5.66666666666667,4.45454545454545,5.66666666666667,81.9706899601789,10,bus,radio,kidney,rug,desk,paint,love,sunflowers,crown,constitution,bus radio kidney rug desk paint love sunflowers crown constitution,0.876774154153247,0.9442072181797874,0.9287394905778942,0.9439551873705809,0.9957120399248919,0.9378776180412803
R_1NyJ4allLfeJtr6,23,Male,241.194,3,2.6,2.8,2.8,0.4,1.6,7,6.6,6.8,4.58181818181818,3.32727272727273,4.58181818181818,67.7344629452342,10,keep,leave,fly,happened,always,flabbergasted,mysterious,bullied,disappointed,flour,keep leave fly happened always flabbergasted mysterious bullied disappointed flour,0.769461097975995,0.9207206036417644,0.8683159099727942,0.8339911023103355,1.002523280332275,0.8790023988466327
R_2BrgtW92VteebD5,19,Female,240.01,1.6,1.8,1.7,0.4,0.6,0.5,1,1,1,5.09090909090909,3.93939393939394,5.09090909090909,81.2441714684523,10,magic,verb,phone,hair,lights,country,lead,smile,stick,blue,magic verb phone hair lights country lead smile stick blue,0.826026211122016,0.9455638403042697,0.9219052502095683,0.8353941941363539,1.0030870505235339,0.9063953092591482
